cff,peak_energy,RP,vp_ratio
1.6,400.3477676106204,162361.1917769165,0.6942455650341465
1.8,400.14776912237477,99366.21886994102,0.6943094102641763
2.0,399.9477330803169,71449.17922863865,0.6946051666738708
2.25,399.7477589387185,75325.89304288043,0.6946632553118133
3.5,399.1477505904544,133993.28139425963,0.6947805622330555
5.0,398.8077680640328,161828.12279259347,0.6942789503420902
8.0,398.4477539278626,127024.64949173869,0.6946880257975635
10.0,398.34776885412987,160167.44744292734,0.6943083013776565
15.0,398.2177604953754,70149.86760497367,0.6941143143630083
